jaar,patientgroep,Provincie,geslacht,leeftijdsklasse,dialysevorm,dialysevorm_sub,prevalentie_abs,prevalentie_rel,prevalentie_rel_std,incidentie_dag1_abs,incidentie_dag1_rel,incidentie_dag1_rel_std,incidentie_dag91_abs,incidentie_dag91_rel,incidentie_dag91_rel_std,Aantal_patienten_kosten,Zorgkosten_totaal,Zorgkosten_eerstelijns,Zorgkosten_medicatie,Zorgkosten_ziekenvervoer,Zorgkosten_GGZ,Zorgkosten_overig,Zorgkosten_DBC_RRT,Zorgkosten_DBC_overig,Zorgkosten_DBC_totaal,Noemer_overige_themas,Aantal_specialist,Pct_specialist,Aantal_cardioloog,Pct_cardioloog,Aantal_internist,Pct_internist,Aantal_dermatoloog,Pct_dermatoloog,Aantal_chirurg,Pct_chrirug,Aantal_fysiotherapeut,Pct_fysiotherapeut,Aantal_dietist,pct_dietist,Aantal_shuntinterventies,Pct_shuntinterventies,Aantal_screening_transplantatie,Pct_screening_transplantatie,Aantal_intensive_care,Pct_intensive_care,Aantal_dialyse_intensive_care,Pct_dialyse_intensive_care,Aantal_antihypertensiva_RAAS,Pct_antihypertensiva_RAAS,Aantal_antihyp_ACE_remmers,Pct_antihyp_ACE_remmers,Aantal_diabetesmed_insuline,Pct_diabetesmed_insuline,Aantal_diabetesmed_overig,Pct_diabetesmed_overig,Aantal_lipid_statine,Pct_lipid_statine,Aantal_lipid_overig,Pct_lipid_overig,Aantal_antidepressiva,Pct_antidepressiva,Aantal_slaapmedicatie,Pct_slaapmedicatie,Aantal_antistolling,Pct_antistolling,Aantal_overlijden,pct_overlijden,Aantal_procedure_vaatlijden,Pct_procedure_vaatlijden,Aantal_SEH,pct_seh,Aantal_polikliniek,Pct_polikliniek,Aantal_opname,pct_opname,Aantal_diabetes,Pct_diabetes,Aantal_maligniteit,pct_maligniteit,Aantal_macrovasculair,pct_macrovasculair,Aantal_coronair,pct_coronair,Aantal_perif_art_vaatl,Pct_perif_art_vaatl,Aantal_CVA_TIA,Pct_CVA_TIA,Aantal_hypertensie,pct_hypertensie
2012,Dialyse,Gelderland,V,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,45-64 jaar,Alle,Alle,81,284,283,,,,,,,,,,,,,,,,,81,74,91.36%,28,37.84%,36,48.65%,,,,,,,,,,,,,,,,,39,48.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,80.25%
2012,Dialyse,Gelderland,V,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,45-64 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,45-64 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,65-74 jaar,Alle,Alle,82,797,796,,,,,,,,,,,,,,,,,82,76,92.68%,40,52.63%,43,56.58%,20,26.32%,34,44.74%,,,,,,,,,12,14.63%,,,44,53.66%,27,32.93%,21,25.61%,,,,,,,,,,,,,10,12.20%,,,,,,,,,,,,,21,25.61%,,,,,,,75,91.46%
2012,Dialyse,Gelderland,V,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,65-74 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,65-74 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,75 jaar en ouder,Alle,Alle,92,987,979,,,,,,,,,,,,,,,,,92,88,95.65%,50,56.82%,54,61.36%,22,25.00%,32,36.36%,,,,,,,,,,,,,47,51.09%,24,26.09%,19,20.65%,12,13.04%,46,50.00%,,,,,,,,,17,18.48%,,,,,,,,,,,11,11.96%,23,25.00%,13,14.13%,11,11.96%,,,84,91.30%
2012,Dialyse,Gelderland,V,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,75 jaar en ouder,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,75 jaar en ouder,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,75 jaar en ouder,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,V,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,Alle (20+),Alle,Alle,442,597,586,,,,,,,,,,,,,,,,,442,416,94.12%,223,53.61%,263,63.22%,100,24.04%,169,40.63%,36,8.14%,,,,,,,49,11.09%,,,231,52.26%,132,29.86%,82,18.55%,33,7.47%,247,55.88%,,,,,,,,,75,16.97%,,,,,,,,,,,63,14.25%,136,30.77%,73,16.52%,71,16.06%,,,385,87.10%
2012,Dialyse,Gelderland,M,Alle (20+),Hemodialyse (HD),Alle subvormen HD,369,498,489,,,,,,,,,,,,,,,,,369,348,94.31%,183,52.59%,217,62.36%,86,24.71%,139,39.94%,,,,,,,,,,,,,180,48.78%,106,28.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,85.91%
2012,Dialyse,Gelderland,M,Alle (20+),Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,Alle (20+),Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,73,99,97,,,,,,,,,,,,,,,,,73,68,93.15%,40,58.82%,46,67.65%,14,20.59%,30,44.12%,,,,,,,,,,,,,51,69.86%,26,35.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,93.15%
2012,Dialyse,Gelderland,M,Alle (20+),Peritoneale dialyse (PD),APD,47,63,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,Alle (20+),Peritoneale dialyse (PD),CAPD,26,35,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,20-44 jaar,Alle,Alle,44,148,147,,,,,,,,,,,,,,,,,44,39,88.64%,13,33.33%,28,71.79%,,,,,,,,,,,,,,,,,27,61.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,88.64%
2012,Dialyse,Gelderland,M,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,45-64 jaar,Alle,Alle,122,428,427,,,,,,,,,,,,,,,,,122,120,98.36%,64,53.33%,72,60.00%,,,,,,,,,,,,,,,,,73,59.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,85.25%
2012,Dialyse,Gelderland,M,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,45-64 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,45-64 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,65-74 jaar,Alle,Alle,116,1186,1186,,,,,,,,,,,,,,,,,116,114,98.28%,63,55.26%,70,61.40%,27,23.68%,50,43.86%,,,,,,,,,18,15.52%,,,57,49.14%,28,24.14%,19,16.38%,,,,,,,,,,,,,19,16.38%,,,,,,,,,,,,,41,35.34%,,,,,,,103,88.79%
2012,Dialyse,Gelderland,M,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,65-74 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,65-74 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,75 jaar en ouder,Alle,Alle,160,2707,2697,,,,,,,,,,,,,,,,,160,143,89.38%,83,58.04%,93,65.03%,40,27.97%,51,35.66%,,,,,,,,,,,,,74,46.25%,42,26.25%,21,13.13%,17,10.63%,97,60.63%,,,,,,,,,44,27.50%,,,,,,,,,,,23,14.38%,51,31.88%,27,16.88%,26,16.25%,,,139,86.88%
2012,Dialyse,Gelderland,M,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,75 jaar en ouder,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,75 jaar en ouder,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,75 jaar en ouder,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Gelderland,M,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,Alle (20+),Alle,Alle,399,419,456,,,,,,,,,,,,,,,,,399,361,90.48%,169,46.81%,173,47.92%,77,21.33%,116,32.13%,33,8.27%,,,,,,,34,8.52%,12,35.29%,208,52.13%,115,28.82%,87,21.80%,24,6.02%,213,53.38%,,,,,,,,,60,15.04%,,,,,,,,,,,36,9.02%,90,22.56%,57,14.29%,34,8.52%,,,340,85.21%
2012,Dialyse,Utrecht,M+V,Alle (20+),Hemodialyse (HD),Alle subvormen HD,326,342,374,,,,,,,,,,,,,,,,,326,297,91.10%,140,47.14%,151,50.84%,61,20.54%,99,33.33%,,,,,,,,,,,,,158,48.47%,81,24.85%,76,23.31%,,,,,,,,,,,,,49,15.03%,,,,,,,,,,,,,76,23.31%,46,14.11%,,,,,271,83.13%
2012,Dialyse,Utrecht,M+V,Alle (20+),Hemodialyse (HD),HD in centrum,316,332,363,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,Alle (20+),Hemodialyse (HD),HD thuis,10,10,11,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,73,77,82,,,,,,,,,,,,,,,,,73,64,87.67%,29,45.31%,22,34.38%,16,25.00%,17,26.56%,,,,,,,,,,,,,50,68.49%,34,46.58%,11,15.07%,,,,,,,,,,,,,11,15.07%,,,,,,,,,,,,,14,19.18%,11,15.07%,,,,,69,94.52%
2012,Dialyse,Utrecht,M+V,Alle (20+),Peritoneale dialyse (PD),APD,42,44,47,,,,,,,,,,,,,,,,,42,35,83.33%,16,45.71%,,,,,,,,,,,,,,,,,,,28,66.67%,20,47.62%,,,,,25,59.52%,,,,,,,18,42.86%,,,,,,,,,,,,,,,,,,,,,,,39,92.86%
2012,Dialyse,Utrecht,M+V,Alle (20+),Peritoneale dialyse (PD),CAPD,31,33,35,,,,,,,,,,,,,,,,,31,29,93.55%,13,44.83%,,,,,,,,,,,,,,,,,,,22,70.97%,14,45.16%,,,,,19,61.29%,,,,,,,16,51.61%,,,,,,,,,,,,,,,,,,,,,,,30,96.77%
2012,Dialyse,Utrecht,M+V,20-44 jaar,Alle,Alle,38,89,90,,,,,,,,,,,,,,,,,38,31,81.58%,13,41.94%,13,41.94%,,,,,,,,,,,,,,,,,23,60.53%,18,47.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,84.21%
2012,Dialyse,Utrecht,M+V,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,45-64 jaar,Alle,Alle,122,364,369,,,,,,,,,,,,,,,,,122,105,86.07%,47,44.76%,50,47.62%,,,,,,,,,,,,,11,9.02%,,,67,54.92%,41,33.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,82.79%
2012,Dialyse,Utrecht,M+V,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,45-64 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,45-64 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,45-64 jaar,Peritoneale dialyse (PD),APD,15,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,45-64 jaar,Peritoneale dialyse (PD),CAPD,12,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,65-74 jaar,Alle,Alle,94,870,875,,,,,,,,,,,,,,,,,94,89,94.68%,44,49.44%,44,49.44%,19,21.35%,30,33.71%,,,,,,,,,,,,,39,41.49%,23,24.47%,33,35.11%,,,,,,,,,,,,,17,18.09%,,,,,,,,,,,12,12.77%,24,25.53%,14,14.89%,11,11.70%,,,85,90.43%
2012,Dialyse,Utrecht,M+V,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,74,685,689,,,,,,,,,,,,,,,,,74,71,95.95%,34,47.89%,,,,,,,,,,,,,,,,,,,25,33.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,87.84%
2012,Dialyse,Utrecht,M+V,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,20,185,186,,,,,,,,,,,,,,,,,20,18,90.00%,10,55.56%,,,,,,,,,,,,,,,,,,,14,70.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,100.00%
2012,Dialyse,Utrecht,M+V,65-74 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,65-74 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,75 jaar en ouder,Alle,Alle,145,1739,1761,,,,,,,,,,,,,,,,,145,136,93.79%,65,47.79%,66,48.53%,33,24.26%,36,26.47%,16,11.03%,,,,,,,15,10.34%,,,79,54.48%,33,22.76%,25,17.24%,10,6.90%,77,53.10%,,,,,,,,,34,23.45%,,,,,,,,,,,12,8.28%,36,24.83%,24,16.55%,14,9.66%,,,122,84.14%
2012,Dialyse,Utrecht,M+V,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,127,1523,1542,,,,,,,,,,,,,,,,,127,119,93.70%,,,,,,,,,,,,,,,,,,,,,66,51.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,81.89%
2012,Dialyse,Utrecht,M+V,75 jaar en ouder,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,75 jaar en ouder,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,18,216,220,,,,,,,,,,,,,,,,,18,17,94.44%,,,,,,,,,,,,,,,,,,,,,13,72.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,100.00%
