jaar;patientgroep;Provincie;geslacht;leeftijdsklasse;prevalentie_abs;prevalentie_rel;prevalentie_rel_std;incidentie_abs;incidentie_rel;incidentie_rel_std;Aantal_patienten_kosten;Zorgkosten_totaal;Zorgkosten_eerstelijns;Zorgkosten_medicatie;Zorgkosten_ziekenvervoer;Zorgkosten_GGZ;Zorgkosten_overig;Zorgkosten_DBC_RRT;Zorgkosten_DBC_overig;Zorgkosten_DBC_totaal;Noemer_overige_themas;Aantal_specialist;Pct_specialist;Aantal_cardioloog;Pct_cardioloog;Aantal_internist;Pct_internist;Aantal_dermatoloog;Pct_dermatoloog;Aantal_chirurg;Pct_chrirug;Aantal_fysiotherapeut;Pct_fysiotherapeut;Aantal_dietist;pct_dietist;Aantal_intensive_care;Pct_intensive_care;Aantal_dialyse_intensive_care;Pct_dialyse_intensive_care;Aantal_antihypertensiva_RAAS;Pct_antihypertensiva_RAAS;Aantal_antihyp_ACE_remmers;Pct_antihyp_ACE_remmers;Aantal_diabetesmed_insuline;Pct_diabetesmed_insuline;Aantal_diabetesmed_overig;Pct_diabetesmed_overig;Aantal_lipid_statine;Pct_lipid_statine;Aantal_lipid_overig;Pct_lipid_overig;Aantal_antidepressiva;Pct_antidepressiva;Aantal_slaapmedicatie;Pct_slaapmedicatie;Aantal_antistolling;Pct_antistolling;Aantal_overlijden;pct_overlijden;Aantal_procedure_vaatlijden;Pct_procedure_vaatlijden;Aantal_SEH;pct_seh;Aantal_polikliniek;Pct_polikliniek;Aantal_opname;pct_opname;biopt;pct_biopt;Aantal_maligniteit;pct_maligniteit;Aantal_macrovasculair;pct_macrovasculair;Aantal_coronair;pct_coronair;Aantal_perif_art_vaatl;Pct_perif_art_vaatl;Aantal_CVA_TIA;Pct_CVA_TIA;Aantal_hypertensie;pct_hypertensie
2013;Controlegroep;Overijssel;V;20-44 jaar;;;;;;;89;€1.336;€269;€136;€0;€124;€9;€0;€797;€797;104;39;37.50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Overijssel;V;45-64 jaar;;;;;;;178;€1.522;€188;€250;€14;€111;€172;€0;€787;€787;204;79;38.73%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Overijssel;V;65 jaar en ouder;;;;;;;93;€3.211;€294;€456;€37;€9;€986;€0;€1.429;€1.429;107;66;61.68%;25;37.88%;13;19.70%;;;;;;;;;;;;;40;37.38%;18;16.82%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;54.21%
2013;Controlegroep;Overijssel;M;Alle (20+);;;;;;;503;€1.813;€171;€264;€28;€159;€117;€0;€1.074;€1.074;633;276;43.60%;64;23.19%;47;17.03%;49;17.75%;;;12;1.90%;;;;;;;126;19.91%;71;11.22%;23;3.63%;52;8.21%;129;20.38%;;;;;;;;;;;;;;;;;;;;;29;4.58%;40;6.32%;24;3.79%;;;;;183;28.91%
2013;Controlegroep;Overijssel;M;20-44 jaar;;;;;;;114;€1.646;€111;€63;€35;€227;€15;€0;€1.195;€1.195;146;36;24.66%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Overijssel;M;45-64 jaar;;;;;;;265;€1.418;€167;€236;€7;€204;€125;€0;€679;€679;307;135;43.97%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Overijssel;M;65 jaar en ouder;;;;;;;124;€2.813;€235;€508;€65;€0;€195;€0;€1.809;€1.809;180;105;58.33%;41;39.05%;23;21.90%;;;;;;;;;;;;;80;44.44%;46;25.56%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107;59.44%
2013;Controlegroep;Flevoland;M+V;Alle (20+);;;;;;;284;€1.394;€207;€198;€19;€91;€194;€0;€685;€685;316;134;42.41%;20;14.93%;27;20.15%;19;14.18%;21;15.67%;;;;;;;;;53;16.77%;38;12.03%;;;17;5.38%;43;13.61%;;;24;7.59%;;;41;12.97%;;;;;;;;;;;;;21;6.65%;;;;;;;;;87;27.53%
2013;Controlegroep;Flevoland;M+V;20-44 jaar;;;;;;;76;€831;€182;€58;€0;€194;€57;€0;€341;€341;87;26;29.89%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Flevoland;M+V;45-64 jaar;;;;;;;159;€955;€190;€161;€20;€70;€78;€0;€436;€436;164;69;42.07%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Flevoland;M+V;65 jaar en ouder;;;;;;;49;€3.689;€301;€537;€47;€0;€780;€0;€2.024;€2.024;65;39;60.00%;10;25.64%;10;25.64%;;;10;25.64%;;;;;;;;;29;44.62%;23;35.38%;;;;;25;38.46%;;;;;;;26;40.00%;;;;;;;;;;;;;10;15.38%;;;;;;;;;40;61.54%
2013;Controlegroep;Flevoland;V;Alle (20+);;;;;;;125;€1.884;€266;€235;€28;€90;€282;€0;€982;€982;135;72;53.33%;;;;;;;;;;;;;;;;;18;13.33%;12;8.89%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;29.63%
2013;Controlegroep;Flevoland;V;20-44 jaar;;;;;;;29;€1.094;€244;€60;€0;€142;€2;€0;€646;€646;33;12;36.36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Flevoland;V;45-64 jaar;;;;;;;78;€1.176;€236;€214;€17;€92;€47;€0;€570;€570;75;39;52.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;14.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Flevoland;V;65 jaar en ouder;;;;;;;18;€6.224;€430;€609;€121;€0;€1.753;€0;€3.312;€3.312;27;21;77.78%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;62.96%
2013;Controlegroep;Flevoland;M;Alle (20+);;;;;;;159;€1.008;€160;€169;€12;€92;€124;€0;€451;€451;181;62;34.25%;;;;;;;;;;;;;;;;;35;19.34%;26;14.36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;25.97%
2013;Controlegroep;Flevoland;M;20-44 jaar;;;;;;;47;€669;€143;€56;€0;€226;€90;€0;€153;€153;54;14;25.93%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Flevoland;M;45-64 jaar;;;;;;;81;€743;€145;€110;€22;€50;€108;€0;€308;€308;89;30;33.71%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Flevoland;M;65 jaar en ouder;;;;;;;31;€2.216;€226;€495;€4;€0;€215;€0;€1.277;€1.277;38;18;47.37%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;60.53%
2013;Controlegroep;Gelderland;M+V;Alle (20+);;;;;;;1630;€2.255;€224;€291;€29;€238;€134;€0;€1.338;€1.338;1823;748;41.03%;157;20.99%;113;15.11%;115;15.37%;166;22.19%;47;2.58%;32;1.76%;;;;;298;16.35%;171;9.38%;37;2.03%;134;7.35%;297;16.29%;14;0.77%;126;6.91%;23;1.26%;253;13.88%;14;0.77%;;;;;;;;;;;85;4.66%;64;3.51%;44;2.41%;15;0.82%;;;488;26.77%
2013;Controlegroep;Gelderland;M+V;20-44 jaar;;;;;;;358;€1.132;€219;€163;€6;€145;€37;€0;€563;€563;417;107;25.66%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;3.84%
2013;Controlegroep;Gelderland;M+V;45-64 jaar;;;;;;;858;€2.096;€192;€225;€26;€287;€88;€0;€1.277;€1.277;912;342;37.50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;223;24.45%
2013;Controlegroep;Gelderland;M+V;65 jaar en ouder;;;;;;;414;€3.558;€295;€540;€57;€217;€315;€0;€2.134;€2.134;494;299;60.53%;91;30.43%;54;18.06%;53;17.73%;66;22.07%;25;5.06%;12;2.43%;;;;;163;33.00%;95;19.23%;17;3.44%;78;15.79%;162;32.79%;12;2.43%;29;5.87%;;;153;30.97%;11;2.23%;;;;;;;;;;;55;11.13%;46;9.31%;31;6.28%;12;2.43%;;;249;50.40%
2013;Controlegroep;Gelderland;V;Alle (20+);;;;;;;666;€2.359;€279;€305;€21;€283;€114;€0;€1.357;€1.357;733;319;43.52%;61;19.12%;52;16.30%;51;15.99%;73;22.88%;21;2.86%;16;2.18%;;;;;109;14.87%;59;8.05%;13;1.77%;46;6.28%;107;14.60%;;;66;9.00%;;;;;;;;;;;;;;;;;40;5.46%;23;3.14%;15;2.05%;;;;;199;27.15%
2013;Controlegroep;Gelderland;V;20-44 jaar;;;;;;;149;€1.747;€374;€135;€9;€157;€37;€0;€1.034;€1.034;158;44;27.85%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Gelderland;V;45-64 jaar;;;;;;;353;€2.051;€222;€195;€17;€437;€79;€0;€1.102;€1.102;373;153;41.02%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Gelderland;V;65 jaar en ouder;;;;;;;164;€3.577;€315;€697;€41;€65;€258;€0;€2.201;€2.201;202;122;60.40%;28;22.95%;21;17.21%;24;19.67%;26;21.31%;10;4.95%;;;;;;;56;27.72%;31;15.35%;;;25;12.38%;50;24.75%;;;17;8.42%;;;49;24.26%;;;;;;;;;;;;;24;11.88%;15;7.43%;10;4.95%;;;;;96;47.52%
2013;Controlegroep;Gelderland;M;Alle (20+);;;;;;;964;€2.184;€186;€282;€35;€207;€149;€0;€1.325;€1.325;1090;429;39.36%;96;22.38%;61;14.22%;64;14.92%;93;21.68%;26;2.39%;16;1.47%;;;;;189;17.34%;112;10.28%;24;2.20%;88;8.07%;190;17.43%;;;60;5.50%;;;;;;;;;;;;;;;;;45;4.13%;41;3.76%;29;2.66%;;;;;289;26.51%
2013;Controlegroep;Gelderland;M;20-44 jaar;;;;;;;209;€694;€108;€182;€3;€137;€36;€0;€228;€228;259;63;24.32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Gelderland;M;45-64 jaar;;;;;;;505;€2.127;€171;€246;€32;€183;€95;€0;€1.400;€1.400;539;189;35.06%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Gelderland;M;65 jaar en ouder;;;;;;;250;€3.546;€283;€436;€68;€316;€352;€0;€2.090;€2.090;292;177;60.62%;63;35.59%;33;18.64%;29;16.38%;40;22.60%;15;5.14%;;;;;;;107;36.64%;64;21.92%;;;53;18.15%;112;38.36%;;;12;4.11%;;;104;35.62%;;;;;;;;;;;;;31;10.62%;31;10.62%;21;7.19%;;;;;153;52.40%
2013;Controlegroep;Utrecht;M+V;Alle (20+);;;;;;;946;€2.337;€207;€295;€38;€180;€128;€0;€1.490;€1.490;984;462;46.95%;84;18.18%;67;14.50%;63;13.64%;97;21.00%;33;3.35%;21;2.13%;;;;;171;17.38%;112;11.38%;20;2.03%;54;5.49%;145;14.74%;;;78;7.93%;;;138;14.02%;;;;;;;;;;;;;49;4.98%;33;3.35%;24;2.44%;;;;;256;26.02%
2013;Controlegroep;Utrecht;M+V;20-44 jaar;;;;;;;245;€1.305;€179;€125;€14;€336;€15;€0;€635;€635;257;82;31.91%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;3.89%
2013;Controlegroep;Utrecht;M+V;45-64 jaar;;;;;;;455;€2.003;€180;€273;€33;€167;€123;€0;€1.228;€1.228;483;223;46.17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124;25.67%
2013;Controlegroep;Utrecht;M+V;65 jaar en ouder;;;;;;;246;€3.981;€285;€503;€69;€49;€249;€0;€2.825;€2.825;244;157;64.34%;42;26.75%;22;14.01%;23;14.65%;40;25.48%;12;4.92%;;;;;;;82;33.61%;54;22.13%;;;29;11.89%;76;31.15%;;;16;6.56%;;;72;29.51%;;;;;;;;;;;;;27;11.07%;19;7.79%;14;5.74%;;;;;122;50.00%
2013;Controlegroep;Utrecht;V;Alle (20+);;;;;;;373;€2.605;€242;€299;€39;€169;€117;€0;€1.739;€1.739;391;196;50.13%;23;11.73%;32;16.33%;25;12.76%;41;20.92%;17;4.35%;;;;;;;64;16.37%;42;10.74%;;;;;;;;;;;;;;;;;;;;;;;;;;;17;4.35%;;;;;;;;;105;26.85%
2013;Controlegroep;Utrecht;V;20-44 jaar;;;;;;;93;€1.086;€277;€113;€0;€134;€10;€0;€552;€552;102;36;35.29%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Utrecht;V;45-64 jaar;;;;;;;178;€2.049;€186;€285;€38;€230;€74;€0;€1.235;€1.235;190;102;53.68%;;;18;17.65%;13;12.75%;;;;;10;5.26%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Utrecht;V;65 jaar en ouder;;;;;;;102;€4.959;€308;€492;€76;€94;€290;€0;€3.699;€3.699;99;58;58.59%;16;27.59%;;;;;;;;;;;;;;;29;29.29%;20;20.20%;;;12;12.12%;28;28.28%;;;;;;;;;;;;;;;;;;;;;10;10.10%;;;;;;;;;46;46.46%
2013;Controlegroep;Utrecht;M;Alle (20+);;;;;;;573;€2.162;€184;€292;€36;€188;€134;€0;€1.328;€1.328;593;266;44.86%;61;22.93%;35;13.16%;38;14.29%;56;21.05%;16;2.70%;;;;;;;107;18.04%;70;11.80%;;;;;;;;;;;;;;;;;;;;;;;;;;;32;5.40%;;;;;;;;;151;25.46%
2013;Controlegroep;Utrecht;M;20-44 jaar;;;;;;;152;€1.439;€119;€133;€23;€460;€18;€0;€686;€686;155;46;29.68%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Utrecht;M;45-64 jaar;;;;;;;277;€1.974;€176;€265;€30;€127;€153;€0;€1.223;€1.223;293;121;41.30%;;;;;;;;;10;3.41%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Utrecht;M;65 jaar en ouder;;;;;;;144;€3.287;€269;€511;€64;€17;€220;€0;€2.207;€2.207;145;99;68.28%;26;26.26%;;;;;;;;;;;;;;;53;36.55%;34;23.45%;;;17;11.72%;48;33.10%;;;;;;;;;;;;;;;;;;;;;17;11.72%;;;;;;;;;76;52.41%
2013;Controlegroep;Noord-Holland;M+V;Alle (20+);;;;;;;2114;€2.291;€225;€320;€28;€281;€164;€0;€1.273;€1.273;2360;1054;44.66%;194;18.41%;152;14.42%;171;16.22%;245;23.24%;63;2.67%;42;1.78%;13;0.55%;;;369;15.64%;202;8.56%;41;1.74%;138;5.85%;382;16.19%;24;1.02%;165;6.99%;36;1.53%;309;13.09%;;;;;;;;;;;;;141;5.97%;93;3.94%;66;2.80%;13;0.55%;18;0.76%;568;24.07%
2013;Controlegroep;Noord-Holland;M+V;20-44 jaar;;;;;;;529;€1.580;€250;€157;€16;€475;€56;€0;€627;€627;568;184;32.39%;11;5.98%;27;14.67%;34;18.48%;40;21.74%;;;;;;;;;13;2.29%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;4.23%
2013;Controlegroep;Noord-Holland;M+V;45-64 jaar;;;;;;;1033;€1.855;€174;€269;€25;€274;€107;€0;€1.005;€1.005;1179;488;41.39%;75;15.37%;64;13.11%;65;13.32%;130;26.64%;;;;;;;;;159;13.49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;251;21.29%
2013;Controlegroep;Noord-Holland;M+V;65 jaar en ouder;;;;;;;552;€3.788;€298;€570;€46;€107;€375;€0;€2.392;€2.392;613;382;62.32%;108;28.27%;61;15.97%;72;18.85%;75;19.63%;22;3.59%;10;1.63%;;;;;197;32.14%;105;17.13%;17;2.77%;72;11.75%;200;32.63%;13;2.12%;39;6.36%;;;189;30.83%;;;;;;;;;;;;;79;12.89%;57;9.30%;40;6.53%;;;12;1.96%;293;47.80%
2013;Controlegroep;Noord-Holland;V;Alle (20+);;;;;;;824;€2.316;€279;€351;€26;€191;€174;€0;€1.295;€1.295;944;460;48.73%;61;13.26%;65;14.13%;85;18.48%;124;26.96%;26;2.75%;20;2.12%;;;;;117;12.39%;54;5.72%;17;1.80%;50;5.30%;134;14.19%;;;;;;;;;;;;;;;;;;;;;72;7.63%;21;2.22%;12;1.27%;;;;;211;22.35%
2013;Controlegroep;Noord-Holland;V;20-44 jaar;;;;;;;208;€1.957;€436;€250;€21;€217;€97;€0;€936;€936;246;98;39.84%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Noord-Holland;V;45-64 jaar;;;;;;;409;€1.887;€192;€274;€31;€231;€140;€0;€1.018;€1.018;473;218;46.09%;;;;;;;;;17;3.59%;14;2.96%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Noord-Holland;V;65 jaar en ouder;;;;;;;207;€3.526;€293;€603;€21;€88;€319;€0;€2.202;€2.202;225;144;64.00%;31;21.53%;22;15.28%;30;20.83%;39;27.08%;;;;;;;;;61;27.11%;28;12.44%;;;;;;;;;;;;;;;;;;;;;;;;;;;30;13.33%;14;6.22%;;;;;;;102;45.33%
2013;Controlegroep;Noord-Holland;M;Alle (20+);;;;;;;1290;€2.275;€191;€300;€30;€338;€158;€0;€1.259;€1.259;1416;594;41.95%;133;22.39%;87;14.65%;86;14.48%;121;20.37%;37;2.61%;22;1.55%;;;;;252;17.80%;148;10.45%;24;1.69%;88;6.21%;248;17.51%;;;;;;;;;;;;;;;;;;;;;69;4.87%;72;5.08%;54;3.81%;;;;;357;25.21%
2013;Controlegroep;Noord-Holland;M;20-44 jaar;;;;;;;321;€1.336;€129;€98;€12;€642;€29;€0;€426;€426;322;86;26.71%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Noord-Holland;M;45-64 jaar;;;;;;;624;€1.834;€162;€266;€21;€303;€85;€0;€997;€997;706;270;38.24%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Noord-Holland;M;65 jaar en ouder;;;;;;;345;€3.945;€301;€550;€61;€119;€408;€0;€2.506;€2.506;388;238;61.34%;77;32.35%;39;16.39%;42;17.65%;36;15.13%;;;;;;;;;136;35.05%;77;19.85%;;;;;;;;;;;;;;;;;;;;;;;;;;;49;12.63%;43;11.08%;;;;;;;191;49.23%
2013;Controlegroep;Zuid-Holland;M+V;Alle (20+);;;;;;;2822;€2.107;€193;€317;€26;€157;€129;€0;€1.286;€1.286;3068;1410;45.96%;227;16.10%;215;15.25%;236;16.74%;319;22.62%;76;2.48%;55;1.79%;13;0.42%;;;547;17.83%;313;10.20%;63;2.05%;203;6.62%;510;16.62%;17;0.55%;228;7.43%;43;1.40%;412;13.43%;16;0.52%;;;;;;;;;;;159;5.18%;92;3.00%;52;1.69%;24;0.78%;19;0.62%;828;26.99%
2013;Controlegroep;Zuid-Holland;M+V;20-44 jaar;;;;;;;694;€1.170;€212;€124;€6;€226;€42;€0;€561;€561;748;245;32.75%;10;4.08%;31;12.65%;27;11.02%;68;27.76%;;;;;;;;;16;2.14%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;4.68%
2013;Controlegroep;Zuid-Holland;M+V;45-64 jaar;;;;;;;1413;€2.206;€164;€322;€25;€182;€109;€0;€1.404;€1.404;1492;643;43.10%;96;14.93%;98;15.24%;99;15.40%;154;23.95%;;;;;;;;;228;15.28%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;343;22.99%
2013;Controlegroep;Zuid-Holland;M+V;65 jaar en ouder;;;;;;;715;€2.821;€234;€493;€46;€41;€253;€0;€1.755;€1.755;828;522;63.04%;121;23.18%;86;16.48%;110;21.07%;97;18.58%;34;4.11%;10;1.21%;;;;;303;36.59%;169;20.41%;36;4.35%;113;13.65%;281;33.94%;11;1.33%;64;7.73%;13;1.57%;263;31.76%;13;1.57%;;;;;;;;;;;93;11.23%;57;6.88%;31;3.74%;13;1.57%;14;1.69%;450;54.35%
2013;Controlegroep;Zuid-Holland;V;Alle (20+);;;;;;;1139;€2.069;€243;€343;€19;€109;€145;€0;€1.210;€1.210;1230;621;50.49%;70;11.27%;101;16.26%;104;16.75%;142;22.87%;36;2.93%;33;2.68%;;;;;198;16.10%;93;7.56%;24;1.95%;74;6.02%;170;13.82%;;;;;;;;;;;;;;;;;;;;;65;5.28%;19;1.54%;;;;;;;343;27.89%
2013;Controlegroep;Zuid-Holland;V;20-44 jaar;;;;;;;282;€1.360;€348;€171;€2;€128;€27;€0;€683;€683;311;132;42.44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;6.43%
2013;Controlegroep;Zuid-Holland;V;45-64 jaar;;;;;;;588;€1.944;€187;€346;€20;€115;€127;€0;€1.149;€1.149;589;276;46.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134;22.75%
2013;Controlegroep;Zuid-Holland;V;65 jaar en ouder;;;;;;;269;€3.085;€255;€518;€36;€76;€307;€0;€1.893;€1.893;330;213;64.55%;37;17.37%;42;19.72%;45;21.13%;40;18.78%;11;3.33%;;;;;;;111;33.64%;50;15.15%;11;3.33%;38;11.52%;100;30.30%;;;;;;;;;;;;;;;;;;;;;34;10.30%;11;3.33%;;;;;;;189;57.27%
2013;Controlegroep;Zuid-Holland;M;Alle (20+);;;;;;;1683;€2.133;€160;€299;€30;€189;€118;€0;€1.337;€1.337;1838;789;42.93%;157;19.90%;114;14.45%;132;16.73%;177;22.43%;40;2.18%;22;1.20%;;;;;349;18.99%;220;11.97%;39;2.12%;129;7.02%;340;18.50%;;;;;;;;;;;;;;;;;;;;;94;5.11%;73;3.97%;;;;;;;485;26.39%
2013;Controlegroep;Zuid-Holland;M;20-44 jaar;;;;;;;412;€1.040;€119;€92;€8;€293;€51;€0;€477;€477;437;113;25.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;3.43%
2013;Controlegroep;Zuid-Holland;M;45-64 jaar;;;;;;;825;€2.392;€148;€305;€29;€229;€96;€0;€1.586;€1.586;903;367;40.64%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;209;23.15%
2013;Controlegroep;Zuid-Holland;M;65 jaar en ouder;;;;;;;446;€2.661;€221;€477;€52;€19;€220;€0;€1.672;€1.672;498;309;62.05%;84;27.18%;44;14.24%;65;21.04%;57;18.45%;23;4.62%;;;;;;;192;38.55%;119;23.90%;25;5.02%;75;15.06%;181;36.35%;;;;;;;;;;;;;;;;;;;;;59;11.85%;46;9.24%;;;;;;;261;52.41%
2013;Controlegroep;Zeeland;M+V;Alle (20+);;;;;;;326;€2.386;€179;€383;€38;€199;€384;€0;€1.203;€1.203;351;167;47.58%;29;17.37%;31;18.56%;31;18.56%;26;15.57%;12;3.42%;;;;;;;59;16.81%;23;6.55%;;;14;3.99%;56;15.95%;;;32;9.12%;;;37;10.54%;;;;;;;;;;;;;17;4.84%;;;;;;;;;93;26.50%
2013;Controlegroep;Zeeland;M+V;20-44 jaar;;;;;;;52;€2.891;€144;€129;€3;€942;€460;€0;€1.214;€1.214;67;24;35.82%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Zeeland;M+V;45-64 jaar;;;;;;;157;€1.827;€143;€308;€14;€86;€209;€0;€1.066;€1.066;182;83;45.60%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;6.59%;;;;;;;;;;
2013;Controlegroep;Zeeland;M+V;65 jaar en ouder;;;;;;;117;€2.910;€241;€596;€85;€20;€585;€0;€1.383;€1.383;102;60;58.82%;14;23.33%;13;21.67%;12;20.00%;;;;;;;;;;;33;32.35%;13;12.75%;;;10;9.80%;36;35.29%;;;;;;;25;24.51%;;;;;;;;;;;;;;;;;;;;;;;48;47.06%
2013;Controlegroep;Zeeland;V;Alle (20+);;;;;;;131;€2.330;€191;€447;€0;€401;€522;€0;€768;€768;133;75;56.39%;;;;;;;;;;;;;;;;;18;13.53%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;26.32%
2013;Controlegroep;Zeeland;V;20-44 jaar;;;;;;;20;€3.753;€183;€197;€0;€2.434;€459;€0;€479;€479;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Zeeland;V;45-64 jaar;;;;;;;62;€1.804;€168;€530;€0;€60;€394;€0;€652;€652;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;16.44%;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Zeeland;V;65 jaar en ouder;;;;;;;49;€2.414;€224;€445;€0;€3;€709;€0;€1.034;€1.034;41;23;56.10%;;;;;;;;;;;;;;;;;11;26.83%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;43.90%
2013;Controlegroep;Zeeland;M;Alle (20+);;;;;;;195;€2.423;€170;€339;€64;€63;€292;€0;€1.496;€1.496;218;92;42.20%;;;;;;;;;;;;;;;;;41;18.81%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;26.61%
2013;Controlegroep;Zeeland;M;20-44 jaar;;;;;;;32;€2.353;€119;€86;€5;€10;€460;€0;€1.673;€1.673;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Zeeland;M;45-64 jaar;;;;;;;95;€1.842;€128;€163;€24;€103;€88;€0;€1.337;€1.337;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Controlegroep;Zeeland;M;65 jaar en ouder;;;;;;;68;€3.268;€253;€705;€147;€32;€497;€0;€1.634;€1.634;61;37;60.66%;;;;;;;;;;;;;;;;;22;36.07%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;49.18%
